Airline,Source,Destination,Total_Stops,Price,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_hours,Duration_mins,Price_actual,Price_pred
Air India,Kolkata,Banglore,2,9416,12,6,12,0,11,10,23,10,9416,10359.799
Jet Airways,Kolkata,Banglore,1,11467,1,5,17,0,14,25,21,25,11467,10567.95
Air India,Delhi,Cochin,1,8879,3,6,7,0,19,15,12,15,8879,9950.953
Air India,Delhi,Cochin,2,10975,15,6,7,5,9,25,26,20,10975,10407.8
Air India,Kolkata,Banglore,2,15170,24,5,9,50,23,15,13,25,15170,14554.587
IndiGo,Banglore,Delhi,0,4823,9,4,8,30,11,20,2,50,4823,4863.632
Jet Airways,Kolkata,Banglore,1,10844,21,5,6,30,19,50,13,20,10844,13613.446
Jet Airways,Delhi,Cochin,2,20747,3,3,18,20,4,25,34,5,20747,20308.188
Jet Airways,Delhi,Cochin,1,12898,21,5,19,45,19,0,23,15,12898,13990.456
Air India,Mumbai,Hyderabad,0,3100,9,5,13,55,15,25,1,30,3100,3096.5713
Jet Airways,Banglore,Delhi,0,5198,18,5,11,10,14,5,2,55,5198,6087.539
Jet Airways,Kolkata,Banglore,1,10844,15,5,18,55,18,15,23,20,10844,11231.721
Air India,Kolkata,Banglore,2,15894,6,6,14,30,23,15,8,45,15894,11021.222
IndiGo,Banglore,New Delhi,0,10067,9,3,16,55,19,45,2,50,10067,7393.7773
SpiceJet,Banglore,Delhi,0,4885,12,4,9,30,12,20,2,50,4885,4748.6553
Jet Airways,Delhi,Cochin,2,8728,21,3,16,10,18,50,26,40,8728,10036.51
Air India,Kolkata,Banglore,0,4435,12,3,20,45,23,20,2,35,4435,4514.4243
Jet Airways,Kolkata,Banglore,1,12692,9,6,17,0,21,5,28,5,12692,11965.869
Air India,Kolkata,Banglore,1,6117,1,5,19,0,11,5,16,5,6117,6981.6465
IndiGo,Delhi,Cochin,1,6442,27,6,5,5,16,10,11,5,6442,6427.0674
Air India,Kolkata,Banglore,1,6327,9,6,19,0,11,5,16,5,6327,6868.252
Air India,Delhi,Cochin,2,14588,27,5,7,10,7,40,24,30,14588,11389.649
IndiGo,Kolkata,Banglore,1,4268,9,4,15,15,20,5,4,50,4268,4914.063
Jet Airways,Banglore,New Delhi,1,26890,1,3,7,0,18,25,11,25,26890,27093.006
Air India,Kolkata,Banglore,0,4880,18,5,20,45,23,20,2,35,4880,4790.1885
Jet Airways,Banglore,Delhi,0,4544,15,4,17,45,20,45,3,0,4544,6256.0405
Air India,Kolkata,Banglore,0,4145,3,6,20,45,23,20,2,35,4145,4706.6626
Multiple carriers,Delhi,Cochin,1,15603,3,3,7,0,21,0,14,0,15603,13809.086
Jet Airways,Delhi,Cochin,2,12819,24,6,23,5,4,25,29,20,12819,13956.174
Multiple carriers,Delhi,Cochin,1,13377,27,5,18,15,1,30,7,15,13377,12595.815
Jet Airways,Banglore,New Delhi,1,26890,1,3,7,0,15,15,8,15,26890,24879.97
Air India,Mumbai,Hyderabad,0,11185,3,3,19,30,20,45,1,15,11185,6230.2344
SpiceJet,Banglore,Delhi,0,3971,1,6,9,30,12,20,2,50,3971,4085.5295
Multiple carriers,Delhi,Cochin,1,7878,3,6,7,10,16,10,9,0,7878,7795.9497
Jet Airways,Delhi,Cochin,2,13014,27,6,5,30,19,0,13,30,13014,12269.05
IndiGo,Banglore,Delhi,0,4423,1,5,6,5,8,50,2,45,4423,4318.96
Jet Airways,Delhi,Cochin,1,10262,1,6,14,0,4,25,14,25,10262,12795.629
Multiple carriers,Delhi,Cochin,1,6093,15,6,7,10,16,10,9,0,6093,7206.2627
Multiple carriers,Delhi,Cochin,1,7005,27,5,11,40,21,0,9,20,7005,7566.3945
IndiGo,Chennai,Kolkata,0,3597,15,6,14,45,17,5,2,20,3597,3773.9197
SpiceJet,Kolkata,Banglore,0,4413,18,3,6,55,9,35,2,40,4413,3875.4365
Vistara,Kolkata,Banglore,1,7927,1,4,7,10,23,25,16,15,7927,8365.852
Jet Airways,Banglore,New Delhi,1,7832,21,3,5,45,19,10,13,25,7832,7942.886
SpiceJet,Banglore,New Delhi,0,4839,21,3,9,35,12,30,2,55,4839,4563.633
Vistara,Delhi,Cochin,0,6216,18,6,6,0,9,10,3,10,6216,6356.5303
Jet Airways,Delhi,Cochin,1,10262,1,6,19,15,12,35,17,20,10262,11136.3
Air Asia,Kolkata,Banglore,0,4384,9,3,10,20,12,55,2,35,4384,4655.952
IndiGo,Kolkata,Banglore,0,4804,12,6,4,40,7,15,2,35,4804,4642.174
Jet Airways,Delhi,Cochin,1,12898,27,5,10,0,4,25,18,25,12898,13142.21
SpiceJet,Kolkata,Banglore,0,4174,18,4,22,20,0,40,2,20,4174,4307.937
Jet Airways,Banglore,Delhi,0,5769,27,6,11,10,14,5,2,55,5769,6807.808
Jet Airways,Kolkata,Banglore,1,10844,15,5,6,30,18,15,11,45,10844,12052.973
Air India,Delhi,Cochin,3,10703,6,6,5,15,19,15,38,0,10703,10891.099
Jet Airways,Banglore,New Delhi,1,9134,15,3,11,40,18,25,6,45,9134,10504.138
SpiceJet,Banglore,Delhi,0,4423,18,5,9,30,12,20,2,50,4423,4089.114
Multiple carriers,Delhi,Cochin,1,15342,6,3,9,0,19,15,10,15,15342,18098.674
Air India,Kolkata,Banglore,1,4227,1,4,19,0,4,40,9,40,4227,6382.416
Jet Airways,Kolkata,Banglore,1,14781,12,5,16,30,22,35,6,5,14781,12184.749
Air India,Kolkata,Banglore,2,10361,18,5,12,0,18,30,30,30,10361,10390.582
Jet Airways,Delhi,Cochin,2,10368,15,6,9,40,12,35,26,55,10368,11977.362
Jet Airways,Delhi,Cochin,1,12557,21,3,16,0,18,50,26,50,12557,8666.3545
SpiceJet,Kolkata,Banglore,0,3841,6,4,22,20,0,40,2,20,3841,3529.5269
Air India,Delhi,Cochin,0,5201,6,6,5,10,8,0,2,50,5201,5095.88
IndiGo,Kolkata,Banglore,1,5699,1,4,17,35,22,15,4,40,5699,4336.534
IndiGo,Mumbai,Hyderabad,0,3838,9,3,21,20,22,45,1,25,3838,3276.907
Jet Airways,Delhi,Cochin,2,10824,15,6,9,35,12,35,27,0,10824,13089.381
Air India,Delhi,Cochin,2,18211,9,3,18,30,19,15,24,45,18211,13966.103
Jet Airways,Kolkata,Banglore,1,14781,12,5,14,5,23,35,9,30,14781,12791.32
Jet Airways,Kolkata,Banglore,1,10844,9,6,6,30,19,50,13,20,10844,13225.776
Air India,Delhi,Cochin,2,12199,27,6,17,15,19,15,26,0,12199,11910.946
Air India,Delhi,Cochin,2,10231,12,6,5,0,7,40,26,40,10231,10260.425
Jet Airways,Delhi,Cochin,1,12898,27,5,19,15,19,0,23,45,12898,14378.021
Jet Airways,Mumbai,Hyderabad,0,4995,27,5,7,5,8,30,1,25,4995,6061.555
IndiGo,Delhi,Cochin,1,7255,21,5,16,0,21,0,5,0,7255,6179.7314
IndiGo,Banglore,New Delhi,1,8707,1,3,13,40,18,35,4,55,8707,12171.415
Jet Airways,Kolkata,Banglore,1,14571,24,5,14,5,23,35,9,30,14571,12511.065
Air India,Kolkata,Banglore,2,11432,6,6,8,20,20,25,12,5,11432,12153.463
Vistara,Kolkata,Banglore,1,8662,1,4,17,0,9,5,16,5,8662,6984.2607
Air India,Delhi,Cochin,0,6724,9,4,14,5,17,55,3,50,6724,6361.489
Multiple carriers,Delhi,Cochin,1,23170,1,3,0,20,15,30,15,10,23170,27218.447
Air India,Delhi,Cochin,2,12751,6,6,13,20,7,40,18,20,12751,12698.907
Vistara,Banglore,New Delhi,0,7975,9,3,7,0,9,40,2,40,7975,7556.664
Jet Airways,Kolkata,Banglore,1,14781,18,5,14,5,19,50,5,45,14781,12381.742
Jet Airways,Banglore,New Delhi,1,11087,12,3,20,35,9,30,12,55,11087,12989.191
Jet Airways,Delhi,Cochin,1,10262,12,6,22,50,19,0,20,10,10262,11600.067
Jet Airways,Kolkata,Banglore,1,13067,15,5,9,35,19,10,9,35,13067,12157.478
Air India,Banglore,Delhi,0,6121,24,4,13,20,16,10,2,50,6121,6066.0044
IndiGo,Banglore,Delhi,0,3943,9,4,22,10,1,0,2,50,3943,3904.7178
IndiGo,Delhi,Cochin,1,8147,9,3,5,5,10,5,5,0,8147,7911.872
IndiGo,Banglore,New Delhi,0,5734,21,3,6,0,8,45,2,45,5734,5249.671
Jet Airways,Delhi,Cochin,2,8834,21,3,19,10,4,25,33,15,8834,10132.073
Jet Airways,Banglore,New Delhi,1,11087,18,3,11,40,9,30,21,50,11087,12488.536
IndiGo,Banglore,Delhi,0,4823,15,4,20,0,22,50,2,50,4823,4890.119
Jet Airways,Kolkata,Banglore,1,13067,24,5,17,0,22,5,29,5,13067,13469.983
IndiGo,Chennai,Kolkata,0,5277,6,5,22,5,0,25,2,20,5277,5279.343
Jet Airways,Kolkata,Banglore,2,10118,21,5,6,30,7,25,24,55,10118,12239.423
IndiGo,Mumbai,Hyderabad,0,3175,1,6,2,35,4,5,1,30,3175,3169.1094
IndiGo,Mumbai,Hyderabad,0,4049,21,3,6,20,7,45,1,25,4049,3446.018
IndiGo,Kolkata,Banglore,0,4148,27,3,5,30,8,20,2,50,4148,4492.271
Jet Airways,Delhi,Cochin,1,12898,21,5,10,0,12,35,26,35,12898,12669.9
Air India,Delhi,Cochin,2,9968,9,6,5,0,19,15,38,15,9968,9584.028
IndiGo,Chennai,Kolkata,0,3858,3,5,14,45,17,5,2,20,3858,3701.7554
Jet Airways,Banglore,Delhi,0,4544,6,4,18,55,22,0,3,5,4544,5857.0737
IndiGo,Banglore,New Delhi,1,7166,21,3,13,40,18,35,4,55,7166,6446.943
Jet Airways,Kolkata,Banglore,1,10703,15,5,9,35,22,5,12,30,10703,12315.325
Jet Airways,Delhi,Cochin,1,10262,1,6,17,30,12,35,19,5,10262,10673.727
Air India,Banglore,New Delhi,0,7591,3,3,21,10,23,55,2,45,7591,8419.35
IndiGo,Mumbai,Hyderabad,0,6795,3,3,16,55,18,25,1,30,6795,5724.2246
Air India,Delhi,Cochin,2,10441,27,5,19,45,19,15,23,30,10441,10586.802
Air India,Delhi,Cochin,2,9443,24,6,19,45,19,15,23,30,9443,9988.687
IndiGo,Delhi,Cochin,1,6496,18,5,15,10,20,0,4,50,6496,6219.2114
Air India,Delhi,Cochin,2,10467,27,5,13,15,9,25,20,10,10467,10007.346
Jet Airways,Mumbai,Hyderabad,0,4050,6,6,2,55,4,20,1,25,4050,4905.177
IndiGo,Banglore,Delhi,0,3419,27,6,22,10,1,0,2,50,3419,3157.4958
Multiple carriers,Delhi,Cochin,1,11265,3,3,9,45,16,10,6,25,11265,12596.614
Multiple carriers,Delhi,Cochin,1,13587,9,6,7,5,21,0,13,55,13587,12046.085
Jet Airways,Delhi,Cochin,1,10577,3,6,7,5,19,0,11,55,10577,13237.304
Air India,Delhi,Cochin,2,12436,27,5,12,55,19,15,30,20,12436,12784.284
Air India,Delhi,Cochin,1,10840,9,3,23,0,7,40,8,40,10840,12957.1045
Air India,Delhi,Cochin,2,9548,24,6,12,0,19,15,7,15,9548,9399.848
Jet Airways,Delhi,Cochin,2,10368,3,6,19,30,4,25,8,55,10368,12451.162
Multiple carriers,Delhi,Cochin,1,8073,15,5,18,0,1,30,7,30,8073,8328.217
IndiGo,Kolkata,Banglore,1,3574,9,4,19,20,23,45,4,25,3574,3418.4849
Jet Airways,Delhi,Cochin,1,15554,9,5,21,50,4,25,6,35,15554,13389.296
IndiGo,Mumbai,Hyderabad,0,2227,24,6,20,5,21,40,1,35,2227,2398.7886
Jet Airways,Kolkata,Banglore,1,10539,9,6,17,0,19,10,26,10,10539,12577.636
Jet Airways,Delhi,Cochin,0,7202,15,6,11,0,14,15,3,15,7202,7697.9634
SpiceJet,Kolkata,Banglore,0,4174,1,6,17,10,19,40,2,30,4174,3954.4778
Multiple carriers,Delhi,Cochin,1,6723,9,6,14,55,22,30,7,35,6723,6585.1343
Air India,Mumbai,Hyderabad,0,3100,12,6,13,55,15,25,1,30,3100,3258.5862
IndiGo,Banglore,Delhi,0,3943,15,6,10,10,13,0,2,50,3943,4286.8403
Multiple carriers,Delhi,Cochin,1,9103,21,5,4,55,12,35,7,40,9103,9264.476
IndiGo,Kolkata,Banglore,0,4148,15,3,22,10,0,55,2,45,4148,4531.977
IndiGo,Kolkata,Banglore,0,4804,9,5,4,40,7,15,2,35,4804,4487.9985
IndiGo,Kolkata,Banglore,0,4804,27,6,11,30,14,5,2,35,4804,4928.892
GoAir,Delhi,Cochin,1,6276,9,6,7,30,13,35,6,5,6276,5474.745
Jet Airways,Delhi,Cochin,2,15129,27,5,19,10,19,0,23,50,15129,15010.455
Air India,Mumbai,Hyderabad,0,3100,18,5,13,55,15,25,1,30,3100,3070.574
IndiGo,Banglore,Delhi,0,3943,24,6,1,30,4,15,2,45,3943,3723.535
Jet Airways,Delhi,Cochin,2,16914,6,3,5,25,19,45,38,20,16914,16766.47
Vistara,Delhi,Cochin,0,6216,24,6,14,40,17,50,3,10,6216,6017.596
Jet Airways,Delhi,Cochin,1,12242,27,3,20,50,4,25,7,35,12242,9902.563
Air India,Kolkata,Banglore,2,9416,12,6,12,0,21,50,9,50,9416,9476.743
Air India,Delhi,Cochin,2,7107,21,3,13,15,9,25,20,10,7107,7357.8
IndiGo,Banglore,New Delhi,0,5694,24,3,23,30,2,20,2,50,5694,5545.743
Jet Airways,Banglore,New Delhi,1,13502,6,3,14,5,0,45,10,40,13502,15064.034
Jet Airways,Kolkata,Banglore,1,12692,6,6,17,0,9,45,16,45,12692,11400.839
IndiGo,Kolkata,Banglore,0,4804,18,5,17,15,19,50,2,35,4804,4723.616
Jet Airways,Delhi,Cochin,1,14924,24,6,7,5,12,35,5,30,14924,13092.787
Air India,Delhi,Cochin,2,9863,18,5,16,40,19,15,26,35,9863,10893.932
Jet Airways,Mumbai,Hyderabad,0,3210,21,5,19,35,21,5,1,30,3210,4466.5615
Jet Airways,Kolkata,Banglore,1,14781,1,5,6,30,16,20,9,50,14781,11967.07
SpiceJet,Kolkata,Banglore,0,3841,6,6,17,10,19,40,2,30,3841,3784.7444
Jet Airways,Mumbai,Hyderabad,0,5678,15,6,19,35,21,5,1,30,5678,4221.234
SpiceJet,Delhi,Cochin,1,5975,9,5,17,55,22,50,4,55,5975,5339.3286
IndiGo,Kolkata,Banglore,0,4804,18,5,9,35,12,20,2,45,4804,4604.184
IndiGo,Mumbai,Hyderabad,0,4049,15,5,6,25,7,55,1,30,4049,4229.254
Jet Airways,Kolkata,Banglore,1,10844,15,5,18,55,16,20,21,25,10844,10841.761
Air India,Banglore,Delhi,0,5228,9,5,17,0,19,45,2,45,5228,6224.3657
SpiceJet,Banglore,Delhi,0,4423,6,4,9,30,12,20,2,50,4423,4244.6685
Jet Airways,Mumbai,Hyderabad,0,8040,15,3,7,10,8,35,1,25,8040,5546.2363
Jet Airways,Mumbai,Hyderabad,0,10875,1,3,10,20,11,50,1,30,10875,15810.82
Jet Airways,Kolkata,Banglore,1,10844,9,6,14,5,20,45,6,40,10844,12868.51
Air Asia,Kolkata,Banglore,0,4409,3,6,10,20,12,55,2,35,4409,4628.156
Jet Airways,Delhi,Cochin,0,7202,12,5,11,0,14,15,3,15,7202,8603.595
Vistara,Chennai,Kolkata,0,11982,6,6,17,45,20,5,2,20,11982,12033.436
SpiceJet,Kolkata,Banglore,0,3841,6,6,22,20,0,40,2,20,3841,3575.7034
Jet Airways,Banglore,New Delhi,1,26890,1,3,22,50,5,5,6,15,26890,38220.72
Jet Airways,Delhi,Cochin,2,8834,27,3,19,10,19,45,24,35,8834,10200.801
IndiGo,Delhi,Cochin,1,5883,12,6,10,35,1,30,14,55,5883,5730.8037
SpiceJet,Banglore,New Delhi,1,5822,15,3,15,35,23,40,8,5,5822,3045.8542
Jet Airways,Delhi,Cochin,1,10262,9,6,15,0,4,25,13,25,10262,11822.722
Air India,Mumbai,Hyderabad,0,3100,21,6,15,0,16,25,1,25,3100,3469.624
Vistara,Kolkata,Banglore,1,8452,1,4,7,10,20,20,13,10,8452,9098.222
Jet Airways,Delhi,Cochin,1,14714,9,6,14,0,19,0,5,0,14714,12498.344
Air India,Banglore,New Delhi,0,7276,15,3,6,10,8,55,2,45,7276,5559.941
Air India,Banglore,Delhi,0,6961,18,6,5,45,8,45,3,0,6961,5941.9155
Jet Airways,Delhi,Cochin,2,7791,21,3,10,45,4,25,17,40,7791,9980.034
IndiGo,Banglore,New Delhi,0,4777,21,3,10,10,13,0,2,50,4777,6572.562
Jet Airways,Delhi,Cochin,2,13014,9,6,9,40,12,35,26,55,13014,11919.706
Air India,Kolkata,Banglore,1,12173,24,3,20,30,16,15,19,45,12173,11403.569
Jet Airways,Kolkata,Banglore,1,14571,24,5,6,30,19,50,13,20,14571,13696.1045
IndiGo,Delhi,Cochin,1,6093,15,6,7,30,21,0,13,30,6093,6332.2065
IndiGo,Delhi,Cochin,0,6015,18,5,14,25,17,40,3,15,6015,5983.2617
Air India,Delhi,Cochin,1,8792,1,6,19,0,19,15,24,15,8792,8148.8423
IndiGo,Chennai,Kolkata,0,3597,1,5,13,15,15,35,2,20,3597,3772.3933
SpiceJet,Mumbai,Hyderabad,0,1965,18,6,22,45,0,15,1,30,1965,2040.118
Jet Airways,Kolkata,Banglore,1,14178,9,6,20,0,4,40,8,40,14178,11719.196
Air India,Delhi,Cochin,1,7480,21,5,12,30,9,25,20,55,7480,7865.9033
IndiGo,Mumbai,Hyderabad,0,13999,1,3,9,10,10,40,1,30,13999,14067.087
Jet Airways,Delhi,Cochin,2,15544,27,5,5,30,12,35,7,5,15544,15781.195
SpiceJet,Kolkata,Banglore,0,3841,24,5,9,0,11,25,2,25,3841,4200.064
SpiceJet,Delhi,Cochin,1,4414,27,3,8,45,13,15,4,30,4414,4894.6377
Jet Airways,Delhi,Cochin,2,15129,21,5,23,5,4,25,29,20,15129,15413.445
SpiceJet,Kolkata,Banglore,0,3841,18,5,17,10,19,40,2,30,3841,3980.5115
Jet Airways,Delhi,Cochin,2,16914,9,3,5,25,4,25,23,0,16914,16956.227
Jet Airways,Delhi,Cochin,1,10262,9,6,2,15,19,0,16,45,10262,13761.908
Multiple carriers,Delhi,Cochin,1,13587,27,6,10,0,21,0,11,0,13587,10190.266
Air India,Kolkata,Banglore,1,8891,15,5,16,50,7,55,15,5,8891,8970.373
Air India,Mumbai,Hyderabad,1,12308,6,3,19,0,9,10,14,10,12308,9330.395
Air India,Banglore,Delhi,0,6961,15,5,10,0,12,45,2,45,6961,6291.8994
Jet Airways,Banglore,Delhi,0,4544,6,4,8,20,11,20,3,0,4544,6016.4
Jet Airways,Kolkata,Banglore,1,14781,1,5,8,25,18,15,9,50,14781,11651.404
Vistara Premium economy,Banglore,Delhi,0,5969,6,4,11,30,14,20,2,50,5969,4762.7153
SpiceJet,Mumbai,Hyderabad,0,2017,3,4,13,15,14,45,1,30,2017,1933.8252
Jet Airways,Kolkata,Banglore,1,14151,6,6,17,0,23,35,6,35,14151,12913.373
Jet Airways,Kolkata,Banglore,1,8066,9,5,9,35,10,55,25,20,8066,11485.494
IndiGo,Kolkata,Banglore,0,4804,24,4,20,20,22,55,2,35,4804,4810.6265
Jet Airways,Kolkata,Banglore,1,13364,1,4,21,10,8,15,11,5,13364,10692.162
Jet Airways,Mumbai,Hyderabad,0,8040,18,6,10,20,11,50,1,30,8040,6171.925
Jet Airways,Kolkata,Banglore,1,11467,15,5,20,25,14,25,18,0,11467,10908.818
Air Asia,Banglore,Delhi,0,3383,24,6,11,10,13,55,2,45,3383,3979.7698
Jet Airways,Kolkata,Banglore,1,11467,1,4,20,25,15,5,18,40,11467,10231.328
IndiGo,Banglore,Delhi,0,4423,21,4,4,0,6,50,2,50,4423,4252.721
Air India,Kolkata,Banglore,0,4145,6,6,20,45,23,20,2,35,4145,4596.9854
IndiGo,Delhi,Cochin,1,6938,1,6,14,20,22,30,8,10,6938,6826.334
Jet Airways,Banglore,New Delhi,1,14815,6,3,8,0,7,40,23,40,14815,15196.68
Multiple carriers,Delhi,Cochin,1,15077,6,3,7,30,19,15,11,45,15077,13198.261
Air India,Kolkata,Banglore,2,11201,9,6,5,50,20,25,14,35,11201,11506.771
Air India,Kolkata,Banglore,2,6117,15,5,9,10,11,5,25,55,6117,7862.302
Jet Airways,Delhi,Cochin,1,15554,9,5,19,15,19,0,23,45,15554,13273.6455
Jet Airways,Delhi,Cochin,1,12898,27,5,18,15,12,35,18,20,12898,12814.809
Multiple carriers,Delhi,Cochin,1,9103,21,5,11,25,19,0,7,35,9103,10074.415
Jet Airways,Delhi,Cochin,2,13292,12,6,5,30,19,0,13,30,13292,12167.85
Air India,Banglore,New Delhi,2,12599,3,3,8,50,11,10,26,20,12599,13011.922
Jet Airways,Kolkata,Banglore,1,10844,24,5,18,55,22,35,27,40,10844,10523.623
SpiceJet,Kolkata,Banglore,1,4963,18,5,15,5,20,20,5,15,4963,4824.528
Jet Airways,Banglore,New Delhi,1,13502,3,3,11,40,0,45,13,5,13502,16589.195
Multiple carriers,Delhi,Cochin,1,11622,21,3,11,30,18,50,7,20,11622,12960.229
IndiGo,Banglore,Delhi,0,4823,6,4,20,0,22,50,2,50,4823,4201.914
Air India,Delhi,Cochin,2,10467,3,6,13,15,9,25,20,10,10467,9986.722
Jet Airways,Delhi,Cochin,2,10368,1,6,9,40,19,0,9,20,10368,13309.867
Air India,Mumbai,Hyderabad,0,3100,21,6,6,20,7,40,1,20,3100,3561.7588
IndiGo,Delhi,Cochin,1,6147,12,6,17,5,22,25,5,20,6147,6134.784
SpiceJet,Banglore,Delhi,0,4423,9,4,9,30,12,20,2,50,4423,4461.533
SpiceJet,Banglore,Delhi,0,5515,18,4,9,30,12,20,2,50,5515,4385.1064
SpiceJet,Mumbai,Hyderabad,0,1965,24,6,13,15,14,45,1,30,1965,1964.1356
Air Asia,Banglore,Delhi,0,4483,1,6,11,10,13,55,2,45,4483,4579.682
Multiple carriers,Delhi,Cochin,1,8371,27,3,6,0,19,15,13,15,8371,8819.349
Jet Airways,Delhi,Cochin,1,15764,6,3,13,55,4,25,14,30,15764,15189.728
Air Asia,Kolkata,Banglore,0,4107,3,4,19,55,22,25,2,30,4107,4379.95
Jet Airways,Kolkata,Banglore,2,10118,21,5,6,30,20,50,14,20,10118,12771.581
Air India,Kolkata,Banglore,2,14687,1,5,9,25,5,25,20,0,14687,14285.522
Jet Airways,Kolkata,Banglore,1,8824,24,3,6,30,23,25,16,55,8824,12985.709
Jet Airways,Delhi,Cochin,1,16289,9,3,15,5,18,50,27,45,16289,15743.993
Vistara,Kolkata,Banglore,1,9922,12,5,17,0,10,45,17,45,9922,9079.309
Multiple carriers,Delhi,Cochin,1,10678,24,6,11,25,19,0,7,35,10678,10756.583
IndiGo,Kolkata,Banglore,0,4174,6,4,21,25,0,5,2,40,4174,4230.459
Vistara,Banglore,Delhi,0,4878,1,6,9,45,12,35,2,50,4878,5038.468
Jet Airways,Delhi,Cochin,1,12373,18,5,17,30,12,35,19,5,12373,12926.276
Jet Airways,Delhi,Cochin,1,10262,12,6,19,45,4,25,8,40,10262,11331.518
Vistara,Mumbai,Hyderabad,1,12395,6,3,20,55,22,55,26,0,12395,13117.342
IndiGo,Delhi,Cochin,1,7738,21,3,4,45,15,30,10,45,7738,8005.0264
IndiGo,Banglore,Delhi,0,4823,15,4,8,30,11,20,2,50,4823,4891.423
Jet Airways,Banglore,Delhi,0,5769,21,6,11,10,14,5,2,55,5769,7084.942
Jet Airways,Kolkata,Banglore,1,12681,1,4,18,55,18,15,23,20,12681,8915.616
Air India,Delhi,Cochin,1,8372,12,6,10,0,19,15,9,15,8372,9252.487
Jet Airways,Delhi,Cochin,1,10262,12,6,16,0,12,35,20,35,10262,10613.66
IndiGo,Chennai,Kolkata,0,3540,15,6,5,15,7,40,2,25,3540,3766.64
Air India,Kolkata,Banglore,1,10203,9,5,10,0,23,15,13,15,10203,9801.15
IndiGo,Banglore,Delhi,0,4990,27,6,18,55,21,50,2,55,4990,4617.8164
Multiple carriers,Delhi,Cochin,1,6645,9,4,11,40,1,30,13,50,6645,7206.4595
GoAir,Delhi,Cochin,1,5199,9,6,5,55,13,35,7,40,5199,5677.979
Air India,Kolkata,Banglore,1,8366,9,6,9,25,21,50,12,25,8366,8487.081
Multiple carriers,Delhi,Cochin,1,11622,3,6,9,15,19,0,9,45,11622,11511.836
Jet Airways,Kolkata,Banglore,1,14151,9,5,9,35,22,5,12,30,14151,12428.171
Multiple carriers,Delhi,Cochin,1,7154,21,3,10,45,19,15,8,30,7154,8430.335
SpiceJet,Chennai,Kolkata,0,3543,24,5,9,45,12,0,2,15,3543,3427.3757
Multiple carriers,Delhi,Cochin,1,15058,3,6,8,0,19,15,11,15,15058,15159.779
IndiGo,Delhi,Cochin,1,5065,24,4,16,0,21,0,5,0,5065,5993.5806
Jet Airways,Delhi,Cochin,1,15554,18,5,11,30,19,0,7,30,15554,14461.673
Multiple carriers,Delhi,Cochin,1,8055,27,3,8,55,21,0,12,5,8055,10089.075
Air India,Banglore,New Delhi,1,8425,9,3,22,0,23,20,25,20,8425,7818.076
SpiceJet,Kolkata,Banglore,0,3841,24,6,17,10,19,40,2,30,3841,3915.5195
Jet Airways,Kolkata,Banglore,1,14781,12,5,14,5,22,35,8,30,14781,12534.45
Jet Airways,Kolkata,Banglore,1,14388,6,5,14,5,12,0,21,55,14388,10803.716
Jet Airways,Banglore,Delhi,0,8016,6,6,7,10,10,10,3,0,8016,6859.8833
SpiceJet,Banglore,Delhi,0,3311,24,5,5,55,8,35,2,40,3311,3422.2334
Multiple carriers,Delhi,Cochin,1,6601,9,4,7,5,18,10,11,5,6601,7592.531
Multiple carriers,Delhi,Cochin,1,13377,24,6,11,30,1,30,14,0,13377,13230.777
Jet Airways,Kolkata,Banglore,1,14571,9,6,6,30,23,35,17,5,14571,11233.474
IndiGo,Mumbai,Hyderabad,0,4049,27,6,6,25,7,55,1,30,4049,3986.469
IndiGo,Chennai,Kolkata,0,3597,1,6,14,45,17,5,2,20,3597,4096.3325
Jet Airways,Banglore,New Delhi,1,13817,12,3,21,25,15,15,17,50,13817,12421.063
Air Asia,Delhi,Cochin,1,6853,15,6,16,45,7,10,14,25,6853,7815.781
Vistara,Kolkata,Banglore,1,9345,15,5,17,0,18,50,25,50,9345,9498.631
Multiple carriers,Delhi,Cochin,1,13797,12,6,8,0,21,0,13,0,13797,10667.752
Air India,Banglore,New Delhi,3,12358,3,3,12,0,10,35,22,35,12358,12791.832
Jet Airways,Kolkata,Banglore,1,13731,24,5,18,55,8,15,13,20,13731,11797.733
Jet Airways,Banglore,Delhi,0,5769,24,6,6,0,8,45,2,45,5769,6803.115
Air India,Delhi,Cochin,2,10703,21,3,12,20,19,15,30,55,10703,10853.457
Air India,Kolkata,Banglore,2,13033,6,6,10,0,1,20,15,20,13033,12587.876
Jet Airways,Banglore,Delhi,0,5198,27,4,8,20,11,20,3,0,5198,6094.463
Multiple carriers,Delhi,Cochin,1,7354,6,6,7,30,19,15,11,45,7354,8862.96
IndiGo,Mumbai,Hyderabad,0,4049,21,3,9,10,10,35,1,25,4049,4154.228
Multiple carriers,Delhi,Cochin,1,7038,1,6,7,10,22,30,15,20,7038,7933.044
Air India,Banglore,Delhi,0,5228,12,6,21,5,23,55,2,50,5228,5425.2686
Jet Airways,Kolkata,Banglore,1,8586,24,5,18,55,10,5,15,10,8586,11584.376
Vistara,Kolkata,Banglore,1,9345,24,5,20,20,23,25,27,5,9345,9838.627
Jet Airways,Delhi,Cochin,2,8098,27,3,17,35,19,45,26,10,8098,10154.933
Air India,Delhi,Cochin,1,7952,6,6,9,45,9,25,23,40,7952,8713.377
